TotalTask,StartedTask,OnGoingTask,DelayedTask,CompletedTask,WorkDay,TotalSpent,IsBadWeather,WeatherAssessment,Progress,Weekend,DayCount,Delay,predict
113,4,2,1,2,31,2381,0,16.129032258064516,1.7699115044247788,0,18,14,13.654902201530806
132,3,1,0,2,20,1594,0,16.129032258064516,1.5151515151515151,0,19,10,9.963916997168074
140,3,3,0,0,42,0,0,14.285714285714285,0.0,0,20,21,20.776057401528508
150,6,3,0,3,41,2458,0,14.285714285714285,2.0,0,21,38,37.93367259118915
145,5,3,0,2,41,4792,0,14.285714285714285,1.3793103448275863,0,21,21,20.854844739940948
130,8,3,0,5,43,8217,0,14.285714285714285,3.8461538461538463,1,22,21,20.796478565178607
125,6,2,0,4,37,5325,0,15.384615384615383,3.2,0,24,6,5.493368222925003
100,20,2,1,18,101,13765,1,25.806451612903224,18.0,0,54,9,8.809685482679217
130,10,3,1,7,56,8938,1,14.285714285714285,5.384615384615385,0,27,21,21.037222155626495
98,6,2,0,4,38,7384,0,14.285714285714285,4.081632653061225,0,28,14,14.194947346413048
120,16,2,1,14,87,10731,0,26.923076923076923,11.666666666666666,0,56,20,20.005964769674595
113,8,2,0,6,50,6749,0,16.129032258064516,5.3097345132743365,0,28,14,13.759456245335262
125,6,1,1,5,44,5872,0,15.384615384615383,4.0,0,28,6,6.79518252957789
130,11,3,0,8,60,9662,0,14.285714285714285,6.153846153846154,1,29,21,21.48805280364488
139,2,2,0,0,3,0,0,3.8461538461538463,0.0,1,2,5,11.314215104626076
120,16,2,2,14,89,10731,0,26.923076923076923,11.666666666666666,1,58,20,19.98263599737695
125,6,1,1,5,45,5872,0,15.384615384615383,4.0,1,30,6,6.767964655088893
100,23,2,0,21,112,15485,0,25.806451612903224,21.0,0,59,9,9.031624475109512
120,17,2,1,15,92,11095,0,26.923076923076923,12.5,0,59,20,20.03087649328356
140,3,3,0,0,4,0,0,4.761904761904762,0.0,0,3,17,19.86469048364072
98,6,1,1,5,41,7932,0,14.285714285714285,5.1020408163265305,0,32,14,14.75314539211033
132,6,1,0,5,32,3299,0,16.129032258064516,3.787878787878788,0,32,10,9.959924733849425
140,7,3,1,4,63,6034,0,14.285714285714285,2.857142857142857,0,33,21,21.23681155533652
116,7,2,2,5,56,5377,0,15.384615384615383,4.310344827586207,1,37,9,9.173586856012864
140,3,3,0,0,16,0,0,4.761904761904762,0.0,1,9,17,16.563110296620128
125,10,2,0,8,59,8011,0,15.384615384615383,6.4,1,37,6,5.829085162801878
140,10,3,1,7,72,7901,0,14.285714285714285,5.0,0,38,21,21.00184334400203
139,3,3,0,0,18,0,0,3.8461538461538463,0.0,0,10,5,20.93006995115704
120,22,1,1,21,111,14706,0,26.923076923076923,17.5,0,69,20,19.747588026288412
100,25,2,2,23,133,16567,0,25.806451612903224,23.0,0,70,9,8.526128507093947
120,22,1,1,21,112,14706,0,26.923076923076923,17.5,0,70,20,19.747588026288412
125,12,2,1,10,68,9208,0,15.384615384615383,8.0,0,42,6,6.058993531470353
116,9,2,2,7,68,6591,0,15.384615384615383,6.0344827586206895,1,43,9,8.806076625641456
120,23,2,1,21,114,14706,0,26.923076923076923,17.5,1,71,20,20.018279724109764
116,9,2,2,7,68,6591,0,15.384615384615383,6.0344827586206895,1,44,9,8.817876873788212
98,9,2,1,7,52,8656,0,14.285714285714285,7.142857142857142,1,44,14,14.147417801056893
125,12,2,1,10,70,9208,0,15.384615384615383,8.0,1,44,6,6.18343037052475
139,5,3,0,2,34,2478,0,3.8461538461538463,1.4388489208633095,0,17,5,18.399774397929125
145,18,3,0,15,94,13932,0,14.285714285714285,10.344827586206897,0,46,21,21.109141322992603
98,11,2,1,9,58,10075,0,14.285714285714285,9.183673469387756,0,47,14,14.298749453029108
140,7,3,1,4,42,5575,0,4.761904761904762,2.857142857142857,0,20,17,16.52446343492395
130,17,3,1,14,98,13437,0,14.285714285714285,10.76923076923077,0,48,21,20.97826157087113
116,10,2,2,8,75,7261,1,15.384615384615383,6.896551724137931,0,49,9,9.096344848912144
100,29,2,1,27,148,19281,1,25.806451612903224,27.0,0,77,9,9.043350639176628
132,10,1,0,9,50,5031,1,16.129032258064516,6.8181818181818175,0,49,10,9.982766285721684
150,16,2,1,14,90,12899,1,14.285714285714285,9.333333333333334,0,49,38,37.49030664313906
113,16,2,1,14,90,13322,1,16.129032258064516,12.389380530973453,0,49,14,14.03569304086452
139,7,3,0,4,47,5130,0,3.8461538461538463,2.877697841726619,1,22,5,18.925802575942928
132,10,1,0,9,52,5031,0,16.129032258064516,6.8181818181818175,1,51,10,9.971666330872925
116,12,2,2,10,85,8900,0,15.384615384615383,8.620689655172415,0,54,9,8.99615037185433
140,10,3,0,7,54,8348,0,4.761904761904762,5.0,0,26,17,17.200955887188886
113,18,2,1,16,99,14842,0,16.129032258064516,14.15929203539823,0,55,14,13.9725489084469
145,21,3,1,18,114,16590,0,14.285714285714285,12.413793103448276,0,55,21,21.065782793865967
132,11,1,1,10,57,5762,0,16.129032258064516,7.575757575757576,0,56,10,10.048630418064224
145,21,3,3,18,116,16590,0,14.285714285714285,12.413793103448276,0,56,21,21.5595712128372
140,17,3,2,14,109,12813,0,14.285714285714285,10.0,1,57,21,20.992240924060955
116,12,2,2,10,89,8900,0,15.384615384615383,8.620689655172415,1,57,9,8.963484244827871
120,27,2,1,25,137,17111,0,26.923076923076923,20.833333333333336,1,85,20,19.966987621673272
149,1,1,0,0,2,0,0,0.0,0.0,1,2,12,16.360896037257792
98,14,2,1,12,75,12180,0,14.285714285714285,12.244897959183673,0,59,14,13.994023864421454
113,20,2,1,18,108,16337,0,16.129032258064516,15.929203539823009,0,59,14,13.884995399765304
132,12,1,1,11,60,6018,0,16.129032258064516,8.333333333333332,0,60,10,9.829146514629633
100,34,2,0,32,173,22735,0,25.806451612903224,32.0,0,89,9,9.224273285263935
139,14,3,1,11,75,11585,0,3.8461538461538463,7.913669064748201,0,33,5,17.168842907531346
111,2,2,0,0,8,0,0,0.0,0.0,0,6,29,29.05843353763177
98,16,2,1,14,83,13184,0,14.285714285714285,14.285714285714285,0,62,14,13.781365195545934
100,34,2,1,32,176,22735,0,25.806451612903224,32.0,1,92,9,9.242456196786607
98,16,2,1,14,84,13184,0,14.285714285714285,14.285714285714285,1,65,14,14.010499722570078
139,16,3,1,13,81,13256,0,3.8461538461538463,9.352517985611511,1,37,5,9.236121245260822
145,28,3,0,25,135,21325,0,14.285714285714285,17.24137931034483,1,65,21,20.872094493348616
140,19,3,2,16,125,14102,0,14.285714285714285,11.428571428571429,0,66,21,20.92326900632199
140,13,3,2,10,74,9050,0,4.761904761904762,7.142857142857142,0,38,17,16.816528126210162
128,3,3,0,0,17,0,0,0.0,0.0,0,11,19,19.42143408512513
148,3,2,0,1,24,1913,0,0.0,0.6756756756756757,0,11,4,4.468171716902564
139,16,3,2,13,90,13256,0,3.8461538461538463,9.352517985611511,0,41,5,11.534418407924225
130,26,3,2,23,145,20025,0,14.285714285714285,17.692307692307693,0,69,21,21.001687866536688
139,17,3,2,14,94,13634,0,3.8461538461538463,10.071942446043163,0,42,5,14.8707233366242
120,31,2,1,29,156,19596,0,26.923076923076923,24.166666666666668,0,98,20,19.86344043949723
128,3,3,0,0,25,0,0,0.0,0.0,0,14,19,19.04135959569269
140,16,3,2,13,86,10419,0,4.761904761904762,9.285714285714286,0,42,17,16.519454310682907
98,16,2,2,14,92,13184,0,14.285714285714285,14.285714285714285,1,71,14,14.227477679595925
125,21,1,0,20,122,14556,0,15.384615384615383,16.0,1,72,6,8.08082893927369
132,16,1,0,15,77,8596,0,16.129032258064516,11.363636363636363,0,73,10,10.052977427080098
128,3,3,0,0,28,0,0,0.0,0.0,0,17,19,19.180012606399234
100,38,2,2,36,194,25409,0,25.806451612903224,36.0,0,102,9,8.586429260765929
111,3,1,0,2,23,3139,0,0.0,1.8018018018018016,0,19,29,27.9098585605627
100,38,2,2,36,196,25409,0,25.806451612903224,36.0,0,103,9,8.565030035541188
113,26,2,0,24,138,19227,0,16.129032258064516,21.238938053097343,0,75,14,13.966051989277933
145,32,3,1,29,160,23177,0,14.285714285714285,20.0,0,75,21,19.81429906900141
139,20,3,2,17,111,16158,0,3.8461538461538463,12.23021582733813,0,48,5,9.620516196077208
128,3,3,0,0,37,0,0,0.0,0.0,0,20,19,19.19251603626819
148,6,2,0,4,40,4937,0,0.0,2.702702702702702,0,20,4,4.116846842876132
150,26,2,2,24,131,18557,0,14.285714285714285,16.0,0,77,38,37.69076181961847
149,6,3,1,3,45,3484,0,0.0,2.013422818791946,0,21,12,16.325814034879134
128,3,3,0,0,40,0,0,0.0,0.0,0,21,19,19.30287905031057
125,23,2,0,21,131,15455,0,15.384615384615383,16.8,0,77,6,5.19936190736664
148,6,1,0,5,42,5913,0,0.0,3.3783783783783785,0,21,4,3.538456201419624
100,40,2,1,38,203,26361,0,25.806451612903224,38.0,1,106,9,8.979702131434554
130,31,3,1,28,167,23359,0,14.285714285714285,21.53846153846154,1,79,21,20.84612334363212
140,19,3,3,16,102,11819,0,4.761904761904762,11.428571428571429,0,52,17,17.497411053266863
100,41,2,2,39,209,27094,0,25.806451612903224,39.0,0,109,9,8.553458017779324
120,35,2,2,33,176,21570,0,26.923076923076923,27.500000000000004,0,109,20,20.011586673388795
130,33,2,0,31,171,24835,0,14.285714285714285,23.846153846153847,0,81,21,21.300477719406647
98,21,2,1,19,109,17061,0,14.285714285714285,19.387755102040817,0,83,14,13.981661039664887
116,23,2,2,21,132,16518,0,15.384615384615383,18.103448275862068,0,84,9,8.860775062148807
148,8,2,0,6,53,6863,0,0.0,4.054054054054054,1,29,4,3.777484405772132
118,2,2,0,0,3,0,0,7.6923076923076925,0.0,1,2,9,8.940703656712888
150,28,2,2,26,142,20223,0,14.285714285714285,17.333333333333336,0,87,38,37.7688733247289
140,24,3,1,21,120,14572,0,4.761904761904762,15.0,0,60,17,16.945727592061505
148,9,2,1,7,60,7796,0,0.0,4.72972972972973,0,32,4,3.803152175890293
140,29,3,2,26,177,21674,0,14.285714285714285,18.571428571428573,0,89,21,20.927897369703008
98,21,2,2,19,115,17061,0,14.285714285714285,19.387755102040817,0,89,14,14.113312160304506
86,1,1,0,0,5,0,0,12.903225806451612,0.0,0,5,3,3.010342594925735
113,32,2,1,30,168,23068,0,16.129032258064516,26.548672566371685,0,89,14,13.902068421058376
128,7,2,1,5,66,7830,0,0.0,3.90625,0,33,19,18.830914287368817
127,2,2,0,0,9,0,0,12.903225806451612,0.0,0,5,4,3.8094068334359896
113,32,2,1,30,170,23068,0,16.129032258064516,26.548672566371685,0,90,14,13.884289924101925
140,25,3,1,22,127,15320,0,4.761904761904762,15.714285714285714,0,62,17,17.631109262412995
100,45,2,0,43,232,29911,0,25.806451612903224,43.0,0,119,9,9.090593722640936
139,29,3,2,26,156,21854,0,3.8461538461538463,18.705035971223023,0,63,5,13.37543503275376
111,9,2,0,7,45,6215,0,0.0,6.306306306306306,1,36,29,28.939601767138104
120,39,2,2,37,196,23580,0,26.923076923076923,30.833333333333336,1,120,20,19.808995968595102
118,2,2,0,0,15,0,0,7.6923076923076925,0.0,1,8,9,8.785777708137378
128,9,2,1,7,72,9138,0,0.0,5.46875,1,36,19,18.876983363464408
140,32,3,2,29,186,23399,1,14.285714285714285,20.714285714285715,1,93,21,20.720529980296508
136,3,3,0,0,15,0,0,9.523809523809524,0.0,0,10,27,26.358865875352624
149,15,3,1,12,85,8940,0,0.0,8.053691275167784,0,38,12,13.969178174381316
145,41,3,2,38,201,28392,0,14.285714285714285,26.20689655172414,0,95,21,20.533262923202845
111,10,2,1,8,51,6513,0,0.0,7.207207207207207,0,40,29,28.765892535090845
150,31,2,2,29,155,22292,0,14.285714285714285,19.33333333333333,0,96,38,38.00272483041076
139,31,3,0,28,163,23395,0,3.8461538461538463,20.14388489208633,0,68,5,7.528999054140716
113,35,2,0,33,179,24049,0,16.129032258064516,29.20353982300885,0,96,14,14.136289799004974
116,28,2,2,26,153,19424,0,15.384615384615383,22.41379310344828,0,97,9,8.914252050566777
139,31,3,2,28,165,23395,0,3.8461538461538463,20.14388489208633,0,69,5,5.508667033954428
120,40,2,2,38,205,23909,0,26.923076923076923,31.666666666666664,0,125,20,19.87970449845145
148,13,2,1,11,80,9431,0,0.0,7.432432432432432,0,41,4,3.84418032898336
111,12,2,0,10,56,8153,0,0.0,9.00900900900901,1,43,29,28.84327490809594
150,32,2,1,30,160,23012,0,14.285714285714285,20.0,1,99,38,37.338913779737794
86,3,2,0,1,24,1924,0,12.903225806451612,1.162790697674419,1,15,3,3.1067128942192745
111,12,2,0,10,56,8153,1,0.0,9.00900900900901,1,44,29,28.85122198944666
136,3,3,0,0,23,0,1,9.523809523809524,0.0,1,16,27,26.913181747495603
132,20,1,1,19,102,10331,1,16.129032258064516,14.393939393939394,1,100,10,9.8322762385171
145,44,3,2,41,211,31023,1,14.285714285714285,28.27586206896552,1,100,21,20.514628635391407
140,29,3,2,26,147,17161,1,4.761904761904762,18.571428571428573,1,72,17,17.48807519147633
130,41,3,1,38,210,29449,1,14.285714285714285,29.23076923076924,1,100,21,21.082012417774624
148,15,2,0,13,86,10424,1,0.0,8.783783783783784,1,44,4,4.109976011598494
116,31,2,2,29,160,21200,1,15.384615384615383,25.0,0,101,9,8.987525749464314
128,14,3,1,11,91,11819,1,0.0,8.59375,0,45,19,19.42840981569154
125,29,2,1,27,167,18818,1,15.384615384615383,21.6,0,101,6,6.278691470688703
148,15,2,1,13,88,10424,1,0.0,8.783783783783784,0,45,4,4.131568173595017
116,31,2,2,29,162,21200,0,15.384615384615383,25.0,0,102,9,8.963776375203654
113,36,2,1,34,189,24666,0,16.129032258064516,30.08849557522124,0,102,14,13.950341868391863
127,5,2,1,3,33,3547,0,12.903225806451612,2.3622047244094486,0,19,4,3.727773983030804
115,2,1,0,1,27,2728,1,7.6923076923076925,0.8695652173913043,0,20,19,19.14344712534623
132,22,1,1,21,108,11193,0,16.129032258064516,15.909090909090908,0,105,10,9.931289497575763
98,27,2,2,25,136,21255,0,14.285714285714285,25.51020408163265,1,106,14,13.813901923606156
127,6,1,0,5,41,6677,0,12.903225806451612,3.937007874015748,1,23,4,4.311134829936439
115,3,1,0,2,30,5251,0,7.6923076923076925,1.7391304347826086,0,24,19,19.04614372358921
150,34,2,2,32,171,24470,0,14.285714285714285,21.333333333333336,0,108,38,37.27782968810092
120,45,2,1,43,225,25808,0,26.923076923076923,35.833333333333336,0,136,20,20.16929921712583
140,33,3,1,30,163,20066,0,4.761904761904762,21.428571428571427,0,80,17,16.527618199115953
111,14,2,1,12,69,9289,0,0.0,10.81081081081081,0,53,29,29.977134262748425
86,5,2,1,3,39,5041,0,12.903225806451612,3.488372093023256,0,25,3,3.190164294828012
128,17,3,3,14,106,13383,0,0.0,10.9375,0,53,19,19.910627952586967
116,34,2,2,32,179,23263,0,15.384615384615383,27.58620689655172,0,110,9,8.923519846015754
136,7,3,1,4,49,9276,0,9.523809523809524,2.941176470588235,0,26,27,26.438820875140863
150,35,2,1,33,177,25255,0,14.285714285714285,22.0,0,111,38,37.82912305281499
111,15,2,1,13,75,10022,0,0.0,11.711711711711713,0,56,29,29.06014392543713
116,35,2,2,33,184,23739,0,15.384615384615383,28.448275862068968,0,112,9,8.935308267800995
149,25,3,1,22,131,14257,0,0.0,14.76510067114094,0,56,12,14.12009260136094
118,5,2,1,3,44,4672,0,7.6923076923076925,2.5423728813559325,0,28,9,8.779505738367536
145,49,3,3,46,238,33636,0,14.285714285714285,31.724137931034484,0,112,21,20.66342499101606
117,1,1,0,0,0,0,0,23.809523809523807,0.0,0,0,24,24.98525806386826
116,36,2,2,34,187,24056,0,15.384615384615383,29.310344827586203,1,114,9,8.694293122304064
140,40,3,3,37,231,27092,0,14.285714285714285,26.42857142857143,0,115,21,21.011916632783343
116,36,2,2,34,188,24056,0,15.384615384615383,29.310344827586203,0,115,9,8.671465604451644
136,8,2,0,6,56,9843,0,9.523809523809524,4.411764705882353,0,31,27,27.17051883905444
100,52,2,1,50,272,33208,0,25.806451612903224,50.0,0,143,9,8.934234492936614
128,20,3,2,17,118,15357,0,0.0,13.28125,0,59,19,19.598751913157887
130,47,3,2,44,239,32324,0,14.285714285714285,33.84615384615385,0,115,21,21.004130141716107
86,9,2,1,7,54,8259,0,12.903225806451612,8.13953488372093,0,32,3,3.5573000717697347
139,39,3,1,36,215,28516,0,3.8461538461538463,25.899280575539567,0,88,5,5.783287421045518
145,51,3,1,48,246,35345,0,14.285714285714285,33.10344827586207,0,116,21,20.979507238995414
150,35,2,2,33,183,25255,0,14.285714285714285,22.0,0,117,38,36.91790994517245
118,7,2,1,5,52,5800,0,7.6923076923076925,4.23728813559322,0,33,9,8.934878838336974
148,3,3,0,0,8,0,0,23.809523809523807,0.0,0,5,42,43.03348455632496
111,17,2,1,15,83,11495,0,0.0,13.513513513513514,0,62,29,28.82296295230319
140,44,3,2,41,242,29843,0,14.285714285714285,29.28571428571429,0,118,21,20.729449405959915
148,19,2,1,17,118,13006,0,0.0,11.486486486486488,0,62,4,4.082486131650487
111,17,2,1,15,85,11495,0,0.0,13.513513513513514,0,63,29,28.729009335211437
149,30,3,0,27,150,18167,0,0.0,18.12080536912752,0,63,12,11.520315505169696
120,48,2,2,46,244,27743,0,26.923076923076923,38.333333333333336,0,147,20,19.85020286941492
132,26,1,1,25,124,14185,0,16.129032258064516,18.939393939393938,1,120,10,10.109819019745576
128,23,3,3,20,131,16381,0,0.0,15.625,1,64,19,19.33931727135425
148,20,2,1,18,123,13823,0,0.0,12.162162162162163,1,64,4,4.38167081779827
136,9,2,1,7,61,10366,1,9.523809523809524,5.147058823529411,1,37,27,27.11339953723402
118,8,2,1,6,58,6718,1,7.6923076923076925,5.084745762711865,1,37,9,8.95177150968195
140,45,3,2,42,249,30787,0,14.285714285714285,30.0,0,122,21,21.102937293754824
148,3,3,0,0,17,0,0,23.809523809523807,0.0,0,10,42,42.164462449122055
98,30,2,2,28,159,22964,0,14.285714285714285,28.57142857142857,0,123,14,13.918736708488924
139,42,3,3,39,234,30199,0,3.8461538461538463,28.05755395683453,0,96,5,7.279576443877179
117,2,2,0,0,17,0,0,35.483870967741936,0.0,0,12,14,13.987954256667056
118,10,2,0,8,63,7795,0,7.6923076923076925,6.779661016949152,0,40,9,9.00188781767358
148,22,2,1,20,133,14503,0,0.0,13.513513513513514,0,68,4,4.214370890916346
98,31,2,2,29,163,23444,0,14.285714285714285,29.59183673469388,0,125,14,14.24803604187966
113,45,2,1,43,230,31035,0,16.129032258064516,38.05309734513274,0,125,14,13.74770488968645
145,56,3,3,53,267,37961,0,14.285714285714285,36.55172413793103,0,125,21,20.952194535558508
140,43,3,2,40,206,26117,0,4.761904761904762,28.57142857142857,0,97,17,17.949482033799743
136,11,2,1,9,72,10929,0,9.523809523809524,6.61764705882353,0,42,27,26.64143132345018
117,2,2,0,0,21,0,0,35.483870967741936,0.0,0,14,14,14.062845491663412
127,13,1,0,12,70,11634,0,12.903225806451612,9.448818897637794,0,42,4,3.8666701481035695
149,34,3,1,31,167,20797,1,0.0,20.80536912751678,1,71,12,13.01699315478729
149,34,3,1,31,167,20797,1,0.0,20.80536912751678,1,72,12,13.359192236109468
115,8,1,0,7,48,7046,0,7.6923076923076925,6.086956521739131,0,45,19,19.001152573119928
140,45,3,2,42,217,27288,0,4.761904761904762,30.0,0,102,17,17.037855644156682
111,20,2,2,18,102,13421,0,0.0,16.216216216216218,0,75,29,28.50041754589913
132,28,1,1,27,133,15230,0,16.129032258064516,20.454545454545457,0,131,10,9.571937668840494
139,46,3,2,43,255,33367,0,3.8461538461538463,30.93525179856116,0,103,5,10.554955160244592
132,28,1,1,27,134,15230,0,16.129032258064516,20.454545454545457,0,132,10,9.557741702422591
139,47,3,2,44,259,34231,0,3.8461538461538463,31.654676258992804,0,104,5,9.322529659576706
113,47,2,2,45,245,32256,0,16.129032258064516,39.823008849557525,0,132,14,13.762569632794314
118,12,2,1,10,76,9222,0,7.6923076923076925,8.47457627118644,0,48,9,8.872346285386104
98,33,2,2,31,176,24935,0,14.285714285714285,31.63265306122449,0,133,14,14.179489376376498
145,62,3,1,59,287,41152,0,14.285714285714285,40.689655172413794,0,133,21,21.15929560676543
140,47,3,2,44,226,28366,0,4.761904761904762,31.428571428571427,0,105,17,17.009099099349644
130,58,3,2,55,281,39402,0,14.285714285714285,42.30769230769231,0,133,21,21.29086733468032
148,26,2,1,24,154,16937,0,0.0,16.216216216216218,1,78,4,4.213021071689784
115,9,1,0,8,53,7746,1,7.6923076923076925,6.956521739130435,1,51,19,18.992037276194623
149,35,3,3,32,179,21057,1,0.0,21.47651006711409,1,79,12,12.932335082351733
125,41,2,1,39,224,25837,1,15.384615384615383,31.2,1,135,6,6.186875106725186
98,33,2,2,31,178,24935,1,14.285714285714285,31.63265306122449,0,136,14,14.11127518727719
117,4,2,1,2,37,2813,1,35.483870967741936,1.7094017094017095,0,24,14,14.37433286677808
148,5,3,0,2,45,2737,1,23.809523809523807,1.351351351351351,0,24,42,42.2604613178157
111,22,1,1,21,111,15719,1,0.0,18.91891891891892,0,81,29,26.59319932462606
116,46,2,2,44,227,30753,1,15.384615384615383,37.93103448275862,0,137,9,8.985914938966946
149,37,3,3,34,187,22165,1,0.0,22.818791946308725,0,81,12,13.039855256572285
130,58,3,2,55,285,39402,1,14.285714285714285,42.30769230769231,0,137,21,20.65474309067688
113,49,2,2,47,255,33710,1,16.129032258064516,41.5929203539823,0,138,14,12.82240237444805
128,35,3,0,32,172,22906,1,0.0,25.0,0,82,19,19.041256102985447
125,42,2,2,40,229,26493,1,15.384615384615383,32.0,0,138,6,5.949450642461873
111,24,2,0,22,115,16137,1,0.0,19.81981981981982,0,83,29,29.17089148093166
113,49,2,2,47,257,33710,1,16.129032258064516,41.5929203539823,0,139,14,12.82240237444805
125,42,2,2,40,231,26493,1,15.384615384615383,32.0,0,139,6,5.949450642461873
111,24,2,0,22,116,16137,1,0.0,19.81981981981982,0,84,29,29.14403372017316
150,41,2,2,39,215,28671,1,14.285714285714285,26.0,0,140,38,37.36048134385814
128,35,3,3,32,175,22906,1,0.0,25.0,0,84,19,19.114120467366977
98,35,2,2,33,186,26389,1,14.285714285714285,33.6734693877551,1,141,14,14.077558952302043
113,49,2,2,47,260,33710,1,16.129032258064516,41.5929203539823,1,141,14,12.75688395152267
148,28,2,2,26,165,18230,1,0.0,17.56756756756757,1,85,4,3.866313563596325
116,48,2,2,46,235,31929,1,15.384615384615383,39.6551724137931,1,142,9,8.897550145091575
134,1,1,0,0,1,0,1,38.095238095238095,0.0,1,2,21,20.43214288048259
117,6,2,1,4,46,4755,1,35.483870967741936,3.418803418803419,1,30,14,13.867821453849704
145,64,3,2,61,300,42326,1,14.285714285714285,42.06896551724138,1,142,21,21.13540909988965
116,48,2,2,46,236,31929,0,15.384615384615383,39.6551724137931,0,143,9,8.95765254030832
113,51,2,2,49,265,35124,0,16.129032258064516,43.36283185840708,0,143,14,12.63300255547458
130,61,3,3,58,296,40831,0,14.285714285714285,44.61538461538462,0,143,21,21.016767129555976
110,2,2,0,0,4,0,0,38.095238095238095,0.0,0,4,35,34.52419580678017
145,64,3,3,61,304,42326,0,14.285714285714285,42.06896551724138,0,144,21,21.138017987593543
127,15,1,1,14,84,12794,0,12.903225806451612,11.023622047244094,0,60,4,4.033622467743246
148,29,2,2,27,171,18597,0,0.0,18.24324324324324,0,88,4,4.553647599237795
116,49,2,2,47,241,32139,0,15.384615384615383,40.51724137931034,0,145,9,8.482215350579484
98,36,2,2,34,192,27187,0,14.285714285714285,34.69387755102041,0,145,14,14.136065457427524
100,62,2,1,60,330,38797,0,25.806451612903224,60.0,0,173,9,8.98351110127371
134,2,2,0,0,6,0,0,38.095238095238095,0.0,0,5,21,21.882968268199168
115,11,1,0,10,62,8289,0,7.6923076923076925,8.695652173913043,0,62,19,18.908611886720998
130,3,3,0,0,14,0,0,41.935483870967744,0.0,0,6,12,12.327768173430943
113,52,2,2,50,270,35772,0,16.129032258064516,44.24778761061947,0,146,14,13.559692746896165
111,25,2,0,23,126,17064,0,0.0,20.72072072072072,0,91,29,29.0579451040114
132,30,1,1,29,144,16167,0,16.129032258064516,21.96969696969697,0,147,10,10.015711032593774
113,52,2,2,50,272,35772,0,16.129032258064516,44.24778761061947,0,147,14,13.542796219635624
136,19,2,1,17,104,14474,0,9.523809523809524,12.5,1,64,27,26.97464758429325
110,2,2,0,0,9,0,0,38.095238095238095,0.0,1,8,35,34.953249319676814
130,62,3,2,59,305,41061,0,14.285714285714285,45.38461538461539,1,148,21,20.96598893798293
118,15,2,2,13,98,10805,1,7.6923076923076925,11.016949152542372,1,65,9,8.940272437949918
109,2,2,0,0,14,0,0,38.46153846153847,0.0,0,10,20,19.981898442271103
100,63,2,2,61,335,39750,0,25.806451612903224,61.0,0,178,9,9.018444656803895
132,31,1,1,30,148,16740,0,16.129032258064516,22.727272727272727,0,150,10,10.042676813083038
150,43,2,1,41,227,29902,0,14.285714285714285,27.33333333333333,0,150,38,38.04085652035539
120,60,2,1,58,300,34895,0,26.923076923076923,48.333333333333336,0,178,20,20.08247973138643
127,16,1,1,15,89,13603,0,12.903225806451612,11.811023622047244,0,66,4,4.057562854466799
98,38,2,2,36,200,28664,1,14.285714285714285,36.734693877551024,0,151,14,13.98065835108375
149,42,3,2,39,216,24730,1,0.0,26.174496644295303,0,95,12,15.07214959346786
113,54,2,2,52,281,36597,1,16.129032258064516,46.017699115044245,0,151,14,14.142540256463892
